date,code,kronos_ret,kronos_min3
2026-01-12,002595,-22.640702416633673,-18.301531042950757
2026-01-12,002639,-58.31044660874027,-52.255300674088254
2026-01-12,002682,-39.885778796817874,-26.017298043629246
2026-01-12,002703,-53.24580688745581,-46.21189436555767
2026-01-12,002709,-30.010480072236724,-15.781950619261842
2026-01-12,002713,-51.90432440466339,-37.33609024553004
2026-01-12,002718,-65.39980080286115,-57.64277907059944
2026-01-12,002738,-53.869943452107584,-32.40053853088799
2026-01-12,002759,-63.729239023233085,-38.41297893773879
2026-01-12,002772,-37.29526395391486,-23.43600086243939
2026-01-12,002788,-67.56913909848996,-56.98305598751112
2026-01-12,002792,-72.62033087483263,-64.26874439583865
2026-01-12,002796,-62.29567007378256,-58.59666205880525
2026-01-12,002811,-25.264850408895178,-24.00688266303096
2026-01-12,002812,-14.959775294141476,-6.202817050711628
2026-01-12,002836,-33.05533058708764,-27.323447027014847
2026-01-12,002837,-24.263097222162678,-15.83470083810531
2026-01-12,002842,-32.69090541447631,-30.170837944852646
2026-01-12,002851,-27.104633834383463,-12.823143996454245
2026-01-12,002853,-40.599301495539045,-38.98607827977456
2026-01-12,002868,-22.611394569635724,-12.255143004009438
2026-01-12,002885,-23.94513507201981,-18.25083038076729
2026-01-12,002895,-22.922903719645372,-10.695599352185347
2026-01-12,002922,-39.15022733000137,-31.334632347238344
2026-01-12,002931,-63.14471216736279,-35.27380807305119
2026-01-12,002943,-42.6342319463243,-33.887371738354545
2026-01-12,002969,-75.23473287058975,-67.53044859351098
2026-01-12,002975,-31.00215678886473,-21.404110221981398
2026-01-12,003009,-52.241891848837184,-44.54057011897547
2026-01-12,003018,-29.494291050360456,-23.252999750543736
2026-01-12,003041,-53.92698328557266,-47.18298516461622
2026-01-12,300018,-32.532231742694776,-26.90255955877391
2026-01-12,300058,-65.5176722077012,-50.80968255648954
2026-01-12,300086,-34.81092855919652,-23.12205643696874
2026-01-12,300102,-68.18987798425145,-57.62118625655677
2026-01-12,300115,-36.17065255920513,-20.616932794873033
2026-01-12,300129,-54.945053174046585,-38.73806528506819
2026-01-12,300131,-45.3668542296869,-17.568027264645536
2026-01-12,300136,-69.20779280848114,-52.78263092441462
2026-01-12,300137,-39.31779295742035,-32.64551120877764
2026-01-12,300139,-37.571944443217376,-33.26680621361944
2026-01-12,300189,-39.169418583664985,-32.95056189627695
2026-01-12,300236,-37.990947186606505,-29.36145810914701
2026-01-12,300255,-9.492410427835306,-2.9788012095917304
2026-01-12,300265,-38.692903625552354,-37.27552066474807
2026-01-12,300269,-47.22358122297612,-37.062027960886454
2026-01-12,300285,-42.527091022064425,-37.93240180457861
2026-01-12,300300,-63.36891397560972,-34.09843059552521
2026-01-12,300308,-69.3959075684113,-47.3150359568473
2026-01-12,300322,-32.33908679283356,-24.268902591405094
2026-01-12,300342,-60.168057658699084,-48.92379448645931
2026-01-12,300376,-28.245179743513617,-12.261109519675195
2026-01-12,300390,-49.59044180162613,-23.627757680470996
2026-01-12,300394,-24.272326269336908,-5.0676722746152425
2026-01-12,300395,-19.896039665965304,-6.172782543083988
2026-01-12,300421,-54.72775062288237,-51.091969148598324
2026-01-12,300427,-50.74763726134659,-44.47295461830289
2026-01-12,300435,-44.70769668352492,-42.5928268857349
2026-01-12,300437,-34.325981147654225,-19.216783868167518
2026-01-12,300438,-27.900090348623586,-10.040800252991112
2026-01-12,300455,-62.74215064617278,-54.41265364209672
2026-01-12,300456,-65.95358459838378,-46.12819809218185
2026-01-12,300467,-30.925827199675314,-21.856057105009995
2026-01-12,300475,-71.32608605923856,-36.494191501425085
2026-01-12,300478,-18.735035034870396,-3.5264338191771993
2026-01-12,300497,-31.76664591775491,-26.362681028553702
2026-01-12,300502,-7.153960787171254,-1.1435220909384536
2026-01-12,300503,-64.06318706696506,-58.82296255098487
2026-01-12,300509,-38.08551615388082,-27.425519903055406
2026-01-12,300516,-58.2997761804438,-53.11893310472286
2026-01-12,300548,-20.927152558225583,-9.054979179790635
2026-01-12,300555,-28.448709405994276,-20.310741122617326
2026-01-12,300588,-33.98458238545189,-4.699887036480788
2026-01-12,300593,-52.4080366011699,-45.73774865901291
2026-01-12,300604,-54.06450410956614,-46.54725482588559
2026-01-12,300619,-18.523892186353763,-10.198791132265194
2026-01-12,300620,-59.59107114434187,-29.48403666263043
2026-01-12,300648,-26.24244521588739,-15.503464441835458
2026-01-12,300655,-33.51267843660561,-14.87492595300326
2026-01-12,300658,-48.59595765124426,-38.443975400597985
2026-01-12,300684,-21.19286761025563,-6.201594727268245
2026-01-12,300696,-21.845451679776883,-10.634099915471506
2026-01-12,300710,-38.315144476828486,-32.65317927461421
2026-01-12,300720,-25.702868402250477,-17.57698761590931
2026-01-12,300726,-32.697829319902894,-25.744239114407442
2026-01-12,300731,-16.357458960383088,-6.290775433580431
2026-01-12,300745,-27.116816284933854,-18.766251289038284
2026-01-12,300749,-31.954937610948917,-31.06938132787128
2026-01-12,300751,-64.14995239971948,-59.97976802287299
2026-01-12,300762,-56.01275111608188,-36.29772254600303
2026-01-12,300774,-55.640168835564154,-32.30406875499844
2026-01-12,300806,-36.38023673504733,-22.25485385587974
2026-01-12,300807,-37.45709094969022,-32.28524294545151
2026-01-12,300814,-39.90981954743105,-13.610748942869355
2026-01-12,300816,-36.91753047968571,-31.754159189262122
2026-01-12,300819,-32.24757053021594,-22.168367165094615
2026-01-12,300837,-34.24465171024712,-29.653458580056334
2026-01-12,300878,-31.71658683399733,-30.723426060534486
2026-01-12,300885,-39.10263087057502,-25.933812294681346
2026-01-12,300900,-53.270084186052145,-41.06642134248645
2026-01-12,300903,-43.185701196717865,-12.59111640284878
2026-01-12,300909,-37.024121704767545,-23.099423095190996
2026-01-12,300938,-13.798440418758018,-8.83389600379706
2026-01-12,300943,-29.939621844086517,-25.402257610534228
2026-01-12,300948,-47.157778639152745,-31.748251555342755
2026-01-12,300952,-35.293392271462366,-24.014037880880235
2026-01-12,300955,-49.28240014131164,-22.409329456545713
2026-01-12,300959,-32.12712110759958,-11.387771255009248
2026-01-12,300984,-25.496378396589357,-14.651938915943564
2026-01-12,300990,-26.780331082032838,-17.863973195103732
2026-01-12,300997,-38.9574270334285,-32.9428191996509
2026-01-12,301003,-23.56504683548627,-21.6803368696899
2026-01-12,301005,-80.64201615776486,-73.74709583084982
2026-01-12,301021,-30.26677631889151,-23.433830230730212
2026-01-12,301042,-46.22769891008777,-32.70161471243975
2026-01-12,301043,-39.287888867226904,-30.54527697732362
2026-01-12,301056,-36.92675580660758,-24.689714815759523
2026-01-12,301057,-48.5601587857462,-29.64344115198081
2026-01-12,301069,-24.71730204133292,-13.60917372004673
2026-01-12,301075,-30.811801724490618,-15.931370673784794
2026-01-12,301086,-41.00426597447059,-34.08625580304106
2026-01-12,301093,-45.18663706089363,-18.223084727730342
2026-01-12,301117,-57.039810652855834,-40.26438631561826
2026-01-12,301119,-29.187871416996657,-15.236854723577409
2026-01-12,301123,-51.90478815058174,-39.27844978625522
2026-01-12,301133,-35.458015991046906,-24.9548304390115
2026-01-12,301136,-44.56397836918436,-36.4148621254092
2026-01-12,301137,-46.95314562052435,-20.879657834721055
2026-01-12,301148,-50.685160657408545,-41.56010075184331
2026-01-12,301181,-31.552099010306943,-23.047505887748
2026-01-12,301183,-46.704580698397756,-24.57581608161553
2026-01-12,301189,-29.257108121558385,-18.264682733354675
2026-01-12,301200,-21.75094895383899,-11.858503995436532
2026-01-12,301201,-31.61514739845812,-25.812826280075708
2026-01-12,301205,-34.54449894752347,-28.501220706491537
2026-01-12,301213,-45.308133965835765,-37.8166236918834
2026-01-12,301217,-8.147989328829974,-0.29593258192165406
2026-01-12,301225,-54.87111164601119,-47.75105599564646
2026-01-12,301228,-19.35086900954387,-17.269394839736428
2026-01-12,301231,-41.139379924633566,-35.421965967639544
2026-01-12,301232,-85.58050995717178,-79.89666496306992
2026-01-12,301235,-29.391553709338513,-15.762772212303345
2026-01-12,301237,-39.01940768823236,-24.126726362872695
2026-01-12,301246,-30.860277765946552,-18.98872227113877
2026-01-12,301248,-39.846449742843134,-41.12444920670475
2026-01-12,301256,-40.51939489454306,-33.62012261507429
2026-01-12,301257,-40.31511262145949,-22.58686261350159
2026-01-12,301276,-27.904509716892235,-17.64754701281632
2026-01-12,301279,-34.47013295331347,-27.45778817580743
2026-01-12,301283,-20.882677663876738,-10.12786542077797
2026-01-12,301285,-49.98937895735705,-45.06378884237231
2026-01-12,301292,-58.14616863544171,-33.510643911426044
2026-01-12,301306,-71.7495066124053,-63.769717849270194
2026-01-12,301308,-32.70113359032922,-14.272688050429794
2026-01-12,301319,-49.24078467504853,-43.850292600962234
2026-01-12,301330,-42.09020029840337,-32.541060382761735
2026-01-12,301338,-30.071807951552643,-21.981973956213363
2026-01-12,301365,-23.95582745244863,-22.36640888985616
2026-01-12,301369,-50.13119349024346,-39.9130525083168
2026-01-12,301377,-64.20974753486017,-47.1702684214354
2026-01-12,301387,-31.362489332112876,-29.15209081851061
2026-01-12,301408,-37.51859088596484,-35.84109495170391
2026-01-12,301468,-50.45267435734988,-37.37631377057645
2026-01-12,301486,-39.4261131536183,-35.29396010524609
2026-01-12,301517,-48.21117733103364,-46.39432651522283
2026-01-12,301526,-22.728138147209066,-2.0267462018282334
2026-01-12,301529,-66.79098694406669,-34.23214649618295
2026-01-12,301550,-60.28296464242797,-56.007326891746814
2026-01-12,301611,-53.27470019536095,-49.72796648483813
2026-01-12,301626,-18.195424961513385,-7.174032165123744
2026-01-12,600078,-24.510350179294516,-4.072953781005239
2026-01-12,600089,-32.23262630107181,-17.25564249304198
2026-01-12,600103,-30.94433728376904,-9.483255741076613
2026-01-12,600105,-65.2621422579027,-55.27619973890041
2026-01-12,600113,-8.478378984630009,-4.291895081460428
2026-01-12,600118,-72.78468580604161,-47.67584824097305
2026-01-12,600141,-23.961306901440015,-14.815664739168255
2026-01-12,600151,-64.33457962741865,-60.667595885910494
2026-01-12,600179,-37.31821025024744,-25.389543809083857
2026-01-12,600183,-25.590008332866077,-8.71343615207094
2026-01-12,600191,-37.028985120243185,-35.10888909805335
2026-01-12,600201,-48.73506844678992,-43.30427119903859
2026-01-12,600226,-36.76830726831817,-24.932694010083324
2026-01-12,600234,-20.535048498946097,-12.809795942006442
2026-01-12,600301,-40.535504210852736,-27.771378290102987
2026-01-12,600302,-40.97864888096978,-24.170179431689753
2026-01-12,600330,-38.824473137889434,-21.770039923441487
2026-01-12,600331,-20.874964417376816,-7.769400071179378
2026-01-12,600337,-36.706808607924124,-27.583500459702325
2026-01-12,600343,-73.69263389036638,-61.464694985406666
2026-01-12,600362,-51.88249328952684,-42.274196907998494
2026-01-12,600391,-42.258873937207554,-41.75550493443735
2026-01-12,600403,-27.81767811651519,-20.604013729421624
2026-01-12,600408,-36.485929564546446,-20.071320466871622
2026-01-12,600498,-45.77779799320075,-22.39439578625564
2026-01-12,600549,-44.80173548498642,-23.92240573072748
2026-01-12,600568,-29.686977534210268,-13.273680224425789
2026-01-12,600577,-42.743606415088124,-33.89106533317996
2026-01-12,600595,-36.73412601053351,-24.843763153657537
2026-01-12,600601,-17.923009178887828,-7.451065693632531
2026-01-12,600678,-38.74007462621829,-34.20883541389528
2026-01-12,600693,-71.76625616371852,-63.51945670830696
2026-01-12,600711,-46.558661686050996,-24.019143690361865
2026-01-12,600721,-6.775502229960761,1.818132598409039
2026-01-12,600730,-37.55480315786064,-18.37234091447939
2026-01-12,600783,-64.38189459587137,-47.155378107315784
2026-01-12,600801,-32.996037605816,-18.73891501633579
2026-01-12,600855,-49.897019711939826,-42.03615010566774
2026-01-12,600865,-46.195811801948196,-39.1767998270698
2026-01-12,600875,-26.101481304390017,-16.54661755922713
2026-01-12,600879,-67.99520943265624,-61.19324274747376
2026-01-12,601061,-31.75697388139649,-11.301397247567014
2026-01-12,601089,-14.314973829215273,-7.1716673625754845
2026-01-12,601100,-28.119739566266986,-13.228187187703632
2026-01-12,601126,-41.042627689778335,-20.556754059201275
2026-01-12,601168,-29.578899871349417,-12.35211126515987
2026-01-12,601208,-42.81719340823393,-27.867119534800644
2026-01-12,601212,-31.282113956270464,-25.665690343865144
2026-01-12,601231,-33.81297708899803,-27.713146271916635
2026-01-12,601399,-49.8439950987627,-50.28329527880212
2026-01-12,601566,-25.176073831094126,-19.955420795783553
2026-01-12,601600,-39.9781813097374,-22.912347816636448
2026-01-12,601611,-48.95975475746659,-40.562735974274155
2026-01-12,601698,-61.74693397795992,-28.890405434520606
2026-01-12,601869,-30.10837366098915,-13.316492789294998
2026-01-12,601899,-34.24206780997887,-16.017765904571
2026-01-12,603023,-28.750506289993705,-21.314429471911
2026-01-12,603026,-20.82323146683779,-15.756334269606986
2026-01-12,603031,-28.55028590583808,-18.249389964888096
2026-01-12,603061,-45.02477658010068,-20.744859598608713
2026-01-12,603067,-44.94007514843711,-38.095376183340605
2026-01-12,603122,-65.70404526536167,-45.31241533445475
2026-01-12,603130,-33.58731524441051,-16.907142335479964
2026-01-12,603131,-40.4878067239091,-33.11053290977587
2026-01-12,603163,-52.676023552728445,-33.741965100511685
2026-01-12,603169,-35.89861895938219,-27.079317690025782
2026-01-12,603171,-37.73157447648313,-34.808044878223
2026-01-12,603185,-13.58193966450142,-4.870523672146421
2026-01-12,603186,-42.88351332030537,-20.661786003412384
2026-01-12,603216,-65.7538983901884,-61.17211611261114
2026-01-12,603225,-19.28387139425518,-10.006933527464012
2026-01-12,603228,-7.013961801779123,-5.649385666604145
2026-01-12,603232,-24.030078205767204,-20.93828130078056
2026-01-12,603268,-46.74159820090497,-30.37489959067835
2026-01-12,603278,-44.796785515494285,-36.04643108645518
2026-01-12,603286,-52.29259595561007,-49.45643271287149
2026-01-12,603301,-38.319206177527,-6.616643232319264
2026-01-12,603306,-27.396052045327522,-16.96341952115452
2026-01-12,603308,-43.0974042326864,-21.98856537627555
2026-01-12,603316,-27.53658686164746,-8.222653269475455
2026-01-12,603353,-27.14547000331866,-17.92241254010363
2026-01-12,603360,-17.645511464644436,-5.88263566759637
2026-01-12,603389,-63.409140421784315,-69.73307476128747
2026-01-12,603516,-71.82596303934446,-62.025645978194774
2026-01-12,603530,-17.03776534008351,-8.03581099294668
2026-01-12,603601,-71.77130434207079,-51.04958455977776
2026-01-12,603608,-32.842169103637985,-18.777837541952202
2026-01-12,603626,-47.20286271261448,-19.906695631106462
2026-01-12,603663,-24.440414699391233,-18.735707969069825
2026-01-12,603667,-53.54038673310983,-43.9628105552211
2026-01-12,603680,-36.35086099116845,-28.617568511670566
2026-01-12,603686,-23.154124538422515,-7.522075508719306
2026-01-12,603696,-56.2737191293249,-53.287810934280266
2026-01-12,603698,-63.86586343011823,-53.41712246896733
2026-01-12,603699,-32.16344977638812,-13.291474620330867
2026-01-12,603778,-85.23097213906712,-72.96792755119013
2026-01-12,603813,-59.367929271187236,-55.948017028605015
2026-01-12,603822,-32.415980257874175,-19.776741585761716
2026-01-12,603828,-41.4659850347083,-45.32485267115045
2026-01-12,603869,-15.147242860568856,-8.174728994429293
2026-01-12,603876,-40.316135194035866,-29.757112145068064
2026-01-12,603901,-24.812112726885736,-15.518818270663681
2026-01-12,603906,-15.05181509720922,-10.861838281625191
2026-01-12,603920,-42.11285016945825,-24.834851205280973
2026-01-12,603929,-69.11918178695441,-61.83120032777587
2026-01-12,603938,-39.159472676878615,-32.178087520596364
2026-01-12,603978,-17.273698844347727,-10.544275638556211
2026-01-12,603979,-19.922529157453816,-12.116951667226505
2026-01-12,603986,-31.138964047614305,-10.16207120868603
2026-01-12,603992,-38.606486327954045,-40.7631599650515
2026-01-12,603993,-51.68915913517576,-31.035078821061767
2026-01-12,605060,-23.3397163825946,-12.709599969137775
2026-01-12,605090,-41.8280427044023,-32.509530740331
2026-01-12,605100,-48.314227288579005,-44.03936080141473
2026-01-12,605123,-42.215336442866715,-41.32718149048388
2026-01-12,605178,-39.52240870972269,-14.35760413562881
2026-01-12,605188,-5.232547662803222,-9.009310264318138
2026-01-12,605196,-36.56346764970706,-14.778867043548516
2026-01-12,605255,-56.162869233242205,-29.587851738143723
2026-01-12,605287,-20.287590207278495,-7.1870604834564755
2026-01-12,605318,-32.51046165466233,-19.70967846459828
2026-01-12,605338,-26.865197312559598,-18.440448925937723
2026-01-12,605365,-34.9231727306059,-25.69943710397924
2026-01-12,605389,-43.09478150902236,-20.597305170267745
2026-01-12,605598,-67.0608485058927,-60.366702632134505
2026-01-12,688002,-36.931216676344135,-35.82272050904008
2026-01-12,688011,-49.03110936843545,-22.10035784209472
2026-01-12,688020,-36.40490541640642,-26.068291764172923
2026-01-12,688027,-43.650751544318055,-39.55870876601624
2026-01-12,688028,-40.97941893759535,-24.665502751102743
2026-01-12,688031,-72.93451489735043,-57.50214926009316
2026-01-12,688037,-39.96933153687691,-27.402054912176688
2026-01-12,688048,-54.36144055072412,-47.880810577159494
2026-01-12,688072,-49.09101383706918,-19.52721569861522
2026-01-12,688102,-73.57214189000688,-64.65444401521364
2026-01-12,688109,-43.64069848367089,-16.531480171615243
2026-01-12,688110,-30.77019237864874,-24.6045151267972
2026-01-12,688122,-42.143357559657005,-28.529874963472757
2026-01-12,688125,-74.38455109637869,-69.53118944501466
2026-01-12,688143,-29.633507762396516,-19.87666249741933
2026-01-12,688147,-48.77085638099409,-29.68094567293196
2026-01-12,688148,-23.141264845394204,-16.57741721191206
2026-01-12,688160,-40.52298928529149,-35.33922078708381
2026-01-12,688167,-33.71112378348348,-23.932496433230643
2026-01-12,688183,-25.623373194862754,-9.51138207738641
2026-01-12,688195,-44.893850639866194,-27.80966501626734
2026-01-12,688205,-33.243206615497265,-17.58495406435624
2026-01-12,688221,-44.527017547857476,-29.226915055761825
2026-01-12,688222,-39.075335612092346,-26.47987313081628
2026-01-12,688227,-51.551495133873956,-36.18293899394056
2026-01-12,688231,-33.617579667485074,-33.170015600401
2026-01-12,688233,-43.61078522419307,-27.883369762452347
2026-01-12,688239,-45.51760618324438,-35.994969938556295
2026-01-12,688257,-55.84112171223084,-53.01278330410564
2026-01-12,688258,-61.63158024501849,-59.23067637213349
2026-01-12,688261,-36.485356284406414,-14.05812860831529
2026-01-12,688270,-73.53261612833025,-59.6191301673731
2026-01-12,688273,-32.65948357491205,-25.928153719474388
2026-01-12,688282,-49.07248396583002,-41.83083409442167
2026-01-12,688283,-39.68449272252725,-33.23462277366117
2026-01-12,688307,-16.498106720942395,-8.407737248296755
2026-01-12,688308,-21.44143836841409,-11.36867600225907
2026-01-12,688313,-24.71653648168749,-9.084379266789188
2026-01-12,688323,-40.05927193324293,-40.218374737487125
2026-01-12,688333,-51.604599924053396,-47.02060374120417
2026-01-12,688350,-25.75439098851292,-20.733065413383976
2026-01-12,688353,-47.50971742135404,-33.54655256001157
2026-01-12,688361,-43.086667167423585,-24.950807677984134
2026-01-12,688367,-33.18242005317806,-15.354366683109678
2026-01-12,688372,-52.675712588293464,-40.3659995426951
2026-01-12,688375,-56.74949061149776,-45.548226637380694
2026-01-12,688376,-22.996444732856713,-15.789795571845522
2026-01-12,688385,-41.0688167707114,-37.9742316559548
2026-01-12,688387,-69.98470623451807,-55.39291478156543
2026-01-12,688388,-34.97688463871621,-7.926877187932657
2026-01-12,688392,-44.538950024601284,-31.10024114428508
2026-01-12,688433,-49.43623280424857,-35.85308923810513
2026-01-12,688448,-13.579860966109203,-3.933026893077396
2026-01-12,688455,-32.16355013604175,-22.930912558319537
2026-01-12,688456,-40.11364890569807,-31.49282163786531
2026-01-12,688485,-32.58344418412935,-24.3209047608965
2026-01-12,688498,-52.704900468338124,-28.600357412849988
2026-01-12,688511,-30.72963042307748,-26.529841911832076
2026-01-12,688523,-76.46407590329814,-60.07271974669436
2026-01-12,688525,-38.524807131540314,-13.442802194014424
2026-01-12,688539,-46.189055162010405,-40.300828256938324
2026-01-12,688568,-49.546579238832564,-38.08261281915335
2026-01-12,688607,-56.1364856705715,-49.74606130002221
2026-01-12,688611,-41.65015541779156,-38.913997530990564
2026-01-12,688615,-43.181313554162806,-39.80811910498262
2026-01-12,688623,-33.90717812060512,-33.53573894740697
2026-01-12,688625,-36.71161549133652,-29.890176328188012
2026-01-12,688626,-39.98614580118056,-28.54753412371093
2026-01-12,688627,-43.62609068594744,-25.16963040460267
2026-01-12,688661,-38.725667032683376,-28.987777755569343
2026-01-12,688668,-20.2667191073728,-3.6142432343053255
2026-01-12,688676,-30.37538970548318,-15.846356129459306
2026-01-12,688679,-44.919220271888406,-30.907957325625723
2026-01-12,688682,-57.123326604763946,-50.529675617203495
2026-01-12,688711,-21.638449297297914,-6.193790264262711
2026-01-12,688720,-38.730713241263956,-29.277466274500284
2026-01-12,688766,-48.4699479204816,-18.48033220240195
2026-01-12,688788,-8.02788436875117,-2.7400641468095177
2026-01-15,000070,-20.164328788320308,-11.0806973114004
2026-01-15,000408,-38.09494611403926,-27.549067703442454
2026-01-15,000426,-51.74992624352577,-33.79960273862209
2026-01-15,000510,-62.545961308850174,-55.5482340428199
2026-01-15,000547,-72.01788188887093,-56.701728122590865
2026-01-15,000559,-46.86084093224564,-29.072809844314985
2026-01-15,000572,-12.85347983136016,-9.660632231765554
2026-01-15,000592,-75.32638797225384,-48.957868812228654
2026-01-15,000593,-65.5606867127528,-62.36093032133034
2026-01-15,000603,-52.30801500195077,-33.76304542603099
2026-01-15,000609,-26.668375700820746,-14.654084811614688
2026-01-15,000612,-31.451412332996632,-20.457698191600116
2026-01-15,000657,-54.33188392740129,-31.36901051836164
2026-01-15,000688,-27.356086119452716,-16.86491058798788
2026-01-15,000700,-31.774479531277812,-18.67563147593707
2026-01-15,000703,-38.86867334633814,-35.01004274321519
2026-01-15,000792,-35.56553310385912,-24.057018104439408
2026-01-15,000807,-44.927303864884664,-32.63097847537362
2026-01-15,000811,-16.990007993346524,-6.868743046306413
2026-01-15,000833,-24.788645640108577,-11.94959157479868
2026-01-15,000859,-39.25302132941767,-36.60112573043646
2026-01-15,000892,-21.702755263082008,-18.935077042873893
2026-01-15,000893,-29.7897773176619,-23.671286823431494
2026-01-15,000901,-44.11657983696215,-20.546933037222004
2026-01-15,000905,-29.53008685975862,-15.945783189365903
